district,block,cluster,gp,n_students,pct_mean,pct_sd,gp_id,pct_floor,pct_p90,gender_gap_pp
Bengaluru Rural,B0107 nelamangala,C0174 basavanahalli,213009346 kanegondanahall,208,51.25,25.04,213009346,20.0,85.0,5.53
Bengaluru Rural,B0107 nelamangala,C0174 basavanahalli,6003 vishweshwarapura,66,63.86,28.08,6003,25.0,95.0,4.76
Bengaluru Rural,B0107 nelamangala,C0261 bommanahalli,1298 bhoodihal,466,55.98,25.05,1298,20.0,85.0,0.41
Bengaluru Rural,B0107 nelamangala,C0418 dodda bele,1885 doddabele,193,66.01,22.28,1885,35.0,90.0,-3.99
Bengaluru Rural,B0107 nelamangala,C0418 dodda bele,3659 kodigenahalli,148,56.69,24.56,3659,25.0,90.0,-0.91
Bengaluru Rural,B0107 nelamangala,C0605 hanumanthegowdanapalya,5505 srinivasapura,222,64.84,23.7,5505,30.0,94.5,1.39
Bengaluru Rural,B0107 nelamangala,C0605 hanumanthegowdanapalya,6097 yantaganahalli,226,56.02,26.22,6097,20.0,90.0,-2.12
Bengaluru Rural,B0107 nelamangala,C0624 hasuruvalli,2506 hasuravalli,273,63.77,21.84,2506,35.0,90.0,4.99
Bengaluru Rural,B0107 nelamangala,C0695 honnenahalli,6470 honnenahalli,363,54.86,25.46,6470,20.0,85.0,2.31
Bengaluru Rural,B0107 nelamangala,C0922 kempalinganahalli,5505 srinivasapura,108,72.96,19.78,5505,45.0,95.0,7.77
Bengaluru Rural,B0107 nelamangala,C1024 kuluvanahalli,3237 kalalaghatta,154,55.97,26.91,3237,20.0,90.0,3.43
Bengaluru Rural,B0107 nelamangala,C1024 kuluvanahalli,3866 kuluvanahalli,126,66.59,18.46,3866,45.0,90.0,-3.16
Bengaluru Rural,B0107 nelamangala,C1134 manne,3659 kodigenahalli,71,67.82,22.45,3659,40.0,90.0,6.45
Bengaluru Rural,B0107 nelamangala,C1134 manne,4268 manne,203,57.19,26.89,4268,20.0,90.0,-1.16
Bengaluru Rural,B0107 nelamangala,C1142 maralakunte,4290 maralakunte,363,67.91,23.76,4290,35.0,95.0,4.88
Bengaluru Rural,B0107 nelamangala,C1283 narasipura,6428 naraseepura,224,63.62,20.49,6428,35.0,90.0,6.41
Bengaluru Rural,B0107 nelamangala,C1494 shivagange,5375 shivagange,394,56.93,27.09,5375,15.0,90.0,2.86
Bengaluru Rural,B0107 nelamangala,C1519 soladevanahalli,5448 soladevanahalli,395,60.27,24.18,5448,30.0,90.0,3.96
Bengaluru Rural,B0107 nelamangala,C1523 sompura,5467 sompura,405,57.81,24.16,5467,22.0,85.0,3.87
Bengaluru Rural,B0107 nelamangala,C1554 t. beguru,5582 t. beguru,400,61.46,26.28,5582,24.5,95.0,4.89
Bengaluru Rural,B0107 nelamangala,C1614 thyamagondlu,3237 kalalaghatta,102,55.05,29.59,3237,10.0,90.0,11.3
Bengaluru Rural,B0107 nelamangala,C1614 thyamagondlu,5767 thyamagondlu,124,71.9,23.84,5767,36.5,95.0,-1.56
Bidar,B0007 aurad,C0103 aurad urdu,1186 belkuni(ch),204,43.82,29.24,1186,10.0,88.5,-9.12
Bidar,B0007 aurad,C0103 aurad urdu,1269 bhandarkumta,119,63.74,26.27,1269,30.0,95.0,-7.18
Bidar,B0007 aurad,C0103 aurad urdu,1977 ekamba,41,52.56,23.83,1977,30.0,90.0,-7.69
Bidar,B0007 aurad,C0103 aurad urdu,3306 kamalnagar,71,64.15,19.24,3306,40.0,85.0,-3.75
Bidar,B0007 aurad,C0103 aurad urdu,5469 sonal,95,80.47,17.94,5469,55.0,100.0,1.53
Bidar,B0007 aurad,C0103 aurad urdu,5799 torna,40,80.75,13.66,5799,64.5,95.5,9.73
Bidar,B0007 aurad,C0103 aurad urdu,904 badalgaon,33,55.15,21.27,904,27.0,88.0,0.36
Bidar,B0007 aurad,C0198 belkuni(ch),2549 hedgapur,44,54.55,27.7,2549,15.0,93.5,3.36
Bidar,B0007 aurad,C0223 bhandar kumta,1269 bhandarkumta,95,82.11,14.34,1269,60.0,95.0,-1.64
Bidar,B0007 aurad,C0223 bhandar kumta,2706 hokrana,120,54.33,29.45,2706,15.0,95.0,-2.41
Bidar,B0007 aurad,C0286 ch dapka,1461 ch dapka,206,64.59,23.76,1461,27.5,90.0,1.05
Bidar,B0007 aurad,C0286 ch dapka,1619 chikli (u),142,71.73,17.4,1619,50.0,90.0,0.15
Bidar,B0007 aurad,C0354 chintaki,1651 chintaki,212,41.37,28.62,1651,5.0,85.0,-0.82
Bidar,B0007 aurad,C0354 chintaki,4672 nagmarpalli,167,60.81,23.74,4672,30.0,90.0,-5.01
Bidar,B0007 aurad,C0456 eklara,1978 eklara,75,57.27,23.37,1978,25.0,90.0,-4.63
Bidar,B0007 aurad,C0470 gadikushnoor,3035 jambgi,266,31.92,25.37,3035,5.0,70.0,-0.57
Bidar,B0007 aurad,C0470 gadikushnoor,3814 koutha (b),118,46.53,26.9,3814,10.0,85.0,7.51
Bidar,B0007 aurad,C0470 gadikushnoor,3984 ladha,40,39.5,27.73,3984,10.0,80.5,5.6
Bidar,B0007 aurad,C0470 gadikushnoor,5320 shembelli,23,58.48,20.97,5320,36.0,84.0,-8.41
Bidar,B0007 aurad,C0470 gadikushnoor,6014 wadgaon (d),58,63.02,32.52,6014,3.5,95.0,-6.84
Bidar,B0007 aurad,C0527 gudapalli,2212 gudpalli,177,40.25,28.68,2212,5.0,85.0,3.32
Bidar,B0007 aurad,C0527 gudapalli,3085 jojana,177,49.32,26.68,3085,10.0,82.0,4.24
Bidar,B0007 aurad,C0683 holesamudra,2725 holsamudra,218,67.68,20.82,2725,40.0,95.0,-2.16
Bidar,B0007 aurad,C0683 holesamudra,3595 khed,103,61.26,27.12,3595,25.0,95.0,16.35
Bidar,B0007 aurad,C0778 jamagi,1618 chikli (j),53,41.51,28.58,1618,6.0,84.0,0.41
Bidar,B0007 aurad,C0778 jamagi,3035 jambgi,162,54.1,23.85,3035,15.5,80.0,-5.09
Bidar,B0007 aurad,C0865 kamalnagar,1848 diggi,295,53.76,28.32,1848,10.0,90.0,2.18
Bidar,B0007 aurad,C0865 kamalnagar,3306 kamalnagar,93,50.65,28.03,3306,5.0,85.0,-0.88
Bidar,B0007 aurad,C1004 koudgoan,1841 dhupathmahagaon,251,60.96,26.46,1841,15.0,90.0,9.1
Bidar,B0007 aurad,C1004 koudgoan,3984 ladha,27,75.56,18.73,3984,50.0,95.0,7.5
Bidar,B0007 aurad,C1042 kushnoor-t,3777 korekal,64,56.56,24.83,3777,25.0,85.0,-2.36
Bidar,B0007 aurad,C1042 kushnoor-t,3956 kushnoor (t),204,55.15,27.25,3956,15.0,90.0,-0.94
Bidar,B0007 aurad,C1042 kushnoor-t,959 balat (b),89,54.44,30.41,959,9.0,90.0,-4.88
Bidar,B0007 aurad,C1062 lingi marathi,1392 bonthi,94,73.03,18.05,1392,51.5,95.0,3.6
Bidar,B0007 aurad,C1209 mudhol (b),4507 mudhol (b),156,68.53,23.3,4507,37.5,95.0,-0.39
Bidar,B0007 aurad,C1232 murki,4574 murki,253,58.42,24.3,4574,25.0,90.0,-5.25
Bidar,B0007 aurad,C1452 santhpur urdu,6014 wadgaon (d),48,39.06,23.44,6014,10.0,65.0,9.26
Bidar,B0007 aurad,C1453 santhpur,5231 santhpur,203,43.1,26.54,5231,5.0,80.0,1.52
Bidar,B0007 aurad,C1453 santhpur,5320 shembelli,39,50.77,29.92,5320,14.0,90.0,21.83
Bidar,B0007 aurad,C1544 sundal,5546 sundhal,132,54.36,28.02,5546,15.0,90.0,-1.06
Bidar,B0007 aurad,C1544 sundal,904 badalgaon,71,56.55,23.63,904,25.0,85.0,-3.52
Bidar,B0007 aurad,C1622 torna,1494 chandoori,116,65.43,23.11,1494,35.0,95.0,9.0
Bidar,B0007 aurad,C1622 torna,5799 torna,47,81.06,20.11,5799,45.0,100.0,4.93
Bidar,B0007 aurad,C1703 wadgaon,1618 chikli (j),50,27.9,19.69,1618,5.0,50.5,-6.38
Bidar,B0007 aurad,C1703 wadgaon,6014 wadgaon (d),32,65.16,18.94,6014,40.5,89.5,-17.24
Bidar,B0007 aurad,C2008 dongaon (m),1187 belkuni bh,246,59.7,30.01,1187,5.0,90.0,-3.47
Bidar,B0007 aurad,C2008 dongaon (m),1939 dongaon (m),169,68.14,29.38,1939,15.0,100.0,0.46
Bidar,B0007 aurad,C2008 dongaon (m),4111 madnoor,104,65.29,26.75,4111,26.5,95.0,-5.8
Bidar,B0007 aurad,C2799 chemegaon marathi,1540 chemegaon,28,66.25,24.52,1540,33.5,95.0,-8.81
Bidar,B0015 basavakalyan,C0173 basavaklyan urdu rural,1300 bhosaga,192,50.29,29.38,1300,10.0,90.0,16.49
Bidar,B0015 basavakalyan,C0173 basavaklyan urdu rural,2857 hulsoor,52,31.54,22.22,2857,5.0,59.5,-13.33
Bidar,B0015 basavakalyan,C0173 basavaklyan urdu rural,3597 kherda b,120,28.08,21.39,3597,5.0,56.0,-7.69
Bidar,B0015 basavakalyan,C0173 basavaklyan urdu rural,3680 kohinoor,131,27.67,19.68,3680,5.0,60.0,0.31
Bidar,B0015 basavakalyan,C0173 basavaklyan urdu rural,5059 rajeshwar,74,38.04,18.72,5059,16.5,65.0,3.69
Bidar,B0015 basavakalyan,C0173 basavaklyan urdu rural,5255 sastapur,100,26.15,24.14,5255,0.0,65.0,3.65
Bidar,B0015 basavakalyan,C0173 basavaklyan urdu rural,5601 tadola,75,31.53,21.7,5601,5.0,60.0,-2.65
Bidar,B0015 basavakalyan,C0173 basavaklyan urdu rural,6109 yarandagi,163,41.38,24.8,6109,10.0,75.0,1.71
Bidar,B0015 basavakalyan,C0173 basavaklyan urdu rural,6111 yarbag,71,20.92,19.22,6111,0.0,50.0,1.68
Bidar,B0015 basavakalyan,C0203 belura,1235 betbalkunda,221,57.53,25.73,1235,20.0,90.0,0.8
Bidar,B0015 basavakalyan,C0203 belura,6453 belur,219,38.49,32.59,6453,0.0,85.0,-2.19
Bidar,B0015 basavakalyan,C0235 bhosga marathi,1300 bhosaga,108,40.51,30.78,1300,5.0,86.5,10.73
Bidar,B0015 basavakalyan,C0235 bhosga marathi,614 algood,319,48.46,27.3,614,10.0,85.0,8.14
Bidar,B0015 basavakalyan,C0295 chandikapur,1492 chandikapur,328,38.0,27.4,1492,5.0,80.0,-0.04
Bidar,B0015 basavakalyan,C0295 chandikapur,4962 paratapur,413,33.8,27.35,4962,5.0,75.0,5.72
Bidar,B0015 basavakalyan,C0500 ghotal,2096 ghotala,486,47.88,27.56,2096,10.0,85.0,-1.7
Bidar,B0015 basavakalyan,C0500 ghotal,4475 morkhandi,389,64.19,26.72,4475,25.0,95.0,2.26
Bidar,B0015 basavakalyan,C0617 harkood,1557 chikanagaon,364,40.69,27.21,1557,10.0,83.5,-0.78
Bidar,B0015 basavakalyan,C0617 harkood,1979 ekloora,233,41.22,27.99,1979,5.0,84.0,-0.53
Bidar,B0015 basavakalyan,C0617 harkood,2475 harkood,260,43.69,27.24,2475,10.0,80.0,2.92
Bidar,B0015 basavakalyan,C0728 hulsoor,2857 hulsoor,147,58.4,26.97,2857,15.0,90.0,3.85
Bidar,B0015 basavakalyan,C0755 islampur,2971 islamapur,159,34.94,24.51,2971,0.0,70.0,-8.0
Bidar,B0015 basavakalyan,C0755 islampur,6111 yarbag,154,27.5,19.63,6111,1.5,50.0,4.39
Bidar,B0015 basavakalyan,C0851 kalkora,3263 kalkhora,425,28.55,24.48,3263,0.0,65.0,-1.4
Bidar,B0015 basavakalyan,C0939 kherda (b),3597 kherda b,189,26.9,22.51,3597,0.0,60.0,-2.31
Bidar,B0015 basavakalyan,C0944 kitta,1825 dhanura k,211,69.74,22.58,1825,35.0,95.0,-1.23
Bidar,B0015 basavakalyan,C0944 kitta,3629 kitta,201,36.52,27.36,3629,5.0,75.0,-9.0
Bidar,B0015 basavakalyan,C0944 kitta,4482 muchalam,196,44.23,27.64,4482,10.0,85.0,-0.59
Bidar,B0015 basavakalyan,C0960 kohinoor,3680 kohinoor,286,39.77,24.92,3680,10.0,80.0,-6.22
Bidar,B0015 basavakalyan,C1048 ladwanthi,1100 batgera,258,37.77,26.14,1100,5.0,80.0,3.29
Bidar,B0015 basavakalyan,C1048 ladwanthi,3987 ladwanthi,147,66.7,23.86,3987,30.0,95.0,15.05
Bidar,B0015 basavakalyan,C1136 manthal,2249 gundur,250,42.2,28.64,2249,9.5,85.0,-5.4
Bidar,B0015 basavakalyan,C1136 manthal,4275 manthal,325,45.15,28.59,4275,5.0,85.0,4.82
Bidar,B0015 basavakalyan,C1187 mirkhal marathi,2018 gadigoundgaon,150,37.93,28.69,2018,0.0,80.0,-1.17
Bidar,B0015 basavakalyan,C1187 mirkhal marathi,4447 mirkhal,90,54.67,23.37,4447,20.0,85.0,8.67
Bidar,B0015 basavakalyan,C1201 muchalam,2157 gorta b,116,34.48,26.67,2157,0.0,70.0,-3.2
Bidar,B0015 basavakalyan,C1201 muchalam,5791 toglur,239,40.42,27.96,5791,5.0,80.0,1.32
Bidar,B0015 basavakalyan,C1204 mudbi,4495 mudbi,372,38.13,27.76,4495,0.0,80.0,1.3
Bidar,B0015 basavakalyan,C1316 nirgudi,5601 tadola,134,32.28,26.02,5601,0.0,65.0,8.43
Bidar,B0015 basavakalyan,C1316 nirgudi,6525 nirgudi,304,35.51,26.77,6525,5.0,73.5,-0.59
Bidar,B0015 basavakalyan,C1382 rajeshwar,2389 hanamanth wadi r,141,25.82,26.22,2389,0.0,65.0,9.12
Bidar,B0015 basavakalyan,C1382 rajeshwar,5059 rajeshwar,227,26.72,24.44,5059,0.0,60.0,5.35
Bidar,B0015 basavakalyan,C1384 rajola,4747 narayanpur,344,36.05,26.25,4747,5.0,73.5,-0.55
Bidar,B0015 basavakalyan,C1384 rajola,5060 rajola,256,46.89,33.89,5060,5.0,95.0,-8.11
Bidar,B0015 basavakalyan,C1457 sastapur,5255 sastapur,242,45.85,29.26,5255,5.0,85.0,3.94
Bidar,B0015 basavakalyan,C1457 sastapur,6109 yarandagi,300,39.98,27.11,6109,5.0,80.0,-2.75
Bidar,B0015 basavakalyan,C1637 ujalam,5878 ujjalam,329,67.05,20.34,5878,40.0,95.0,-0.23
Bidar,B0019 bhalki,C0043 alwai marathi,5820 tugaon (h),193,42.85,25.12,5820,10.0,75.0,3.55
Bidar,B0019 bhalki,C0043 alwai marathi,635 alwai,156,39.39,28.07,635,2.5,80.0,-3.97
Bidar,B0019 bhalki,C0043 alwai marathi,832 attarga,128,44.26,30.42,832,5.0,85.0,-0.55
Bidar,B0019 bhalki,C0047 ambesangvi,5627 talwad (k),185,41.08,29.96,5627,2.0,85.0,5.65
Bidar,B0019 bhalki,C0047 ambesangvi,653 ambesangavi,225,37.58,27.02,653,5.0,80.0,-1.77
Bidar,B0019 bhalki,C0140 balur,3785 kosam,161,31.3,25.48,3785,0.0,70.0,5.01
Bidar,B0019 bhalki,C0140 balur,4875 nittur (b),162,31.45,25.83,4875,5.0,70.0,3.74
Bidar,B0019 bhalki,C0140 balur,994 balur,304,39.8,25.82,994,6.5,75.0,3.37
Bidar,B0019 bhalki,C0222 bhalki (urdu),1127 beeri (b),59,48.39,29.91,1127,9.0,85.0,1.57
Bidar,B0019 bhalki,C0222 bhalki (urdu),1755 dawargaon,123,31.22,23.87,1755,5.0,59.0,-2.78
Bidar,B0019 bhalki,C0222 bhalki (urdu),3594 khatakchincholi,237,40.61,26.52,3594,10.0,80.0,-1.34
Bidar,B0019 bhalki,C0222 bhalki (urdu),4108 madkatti,31,50.81,23.38,4108,20.0,80.0,-21.13
Bidar,B0019 bhalki,C0222 bhalki (urdu),6032 warwatti (b),88,23.64,22.34,6032,0.0,55.0,4.83
Bidar,B0019 bhalki,C0222 bhalki (urdu),6146 yenkur,117,28.08,24.18,6146,0.0,67.0,1.28
Bidar,B0019 bhalki,C0227 bhatambra (urdu),3990 lakhangaon,192,36.33,26.25,3990,5.0,75.0,1.3
Bidar,B0019 bhalki,C0227 bhatambra (urdu),5820 tugaon (h),125,58.64,25.85,5820,25.0,95.0,3.87
Bidar,B0019 bhalki,C0227 bhatambra (urdu),6021 wanjarkhed,75,60.33,24.64,6021,27.0,93.0,0.51
Bidar,B0019 bhalki,C0228 bhatambra,1277 bhatambra,233,34.94,25.41,1277,5.0,70.0,0.41
Bidar,B0019 bhalki,C0228 bhatambra,2154 gorchincholi,220,47.11,25.93,2154,10.0,80.0,-0.79
Bidar,B0019 bhalki,C0228 bhatambra,5660 telgaon,60,35.75,23.68,5660,5.0,70.0,9.46
Bidar,B0019 bhalki,C0229 bhatsangvi,4433 methimelkunda,215,55.77,28.29,4433,12.0,90.0,3.12
Bidar,B0019 bhalki,C0229 bhatsangvi,5382 shivani,222,60.52,23.3,5382,25.0,85.0,4.02
Bidar,B0019 bhalki,C0409 dhannura (s),1824 dhannura (s),176,32.41,27.16,1824,0.0,75.0,8.81
Bidar,B0019 bhalki,C0409 dhannura (s),2332 halbarga,102,46.62,27.42,2332,10.0,84.5,-3.71
Bidar,B0019 bhalki,C0409 dhannura (s),4169 malchapur,283,38.53,28.93,4169,5.0,85.0,0.19
Bidar,B0019 bhalki,C0441 dongapur,1127 beeri (b),146,43.39,30.13,1127,10.0,90.0,11.65
Bidar,B0019 bhalki,C0441 dongapur,1940 dongapur,157,37.07,26.6,1940,5.0,75.0,-2.31
Bidar,B0019 bhalki,C0570 halbarga (urdu),1437 byalhalli (k),263,25.61,22.93,1437,0.0,60.0,5.82
Bidar,B0019 bhalki,C0570 halbarga (urdu),3088 joldapka,164,27.84,24.97,3088,5.0,63.5,0.93
Bidar,B0019 bhalki,C0571 halbarga,2332 halbarga,43,39.65,25.25,2332,6.0,70.0,-2.71
Bidar,B0019 bhalki,C0571 halbarga,3750 konmelkunda,174,46.26,28.68,3750,10.0,90.0,5.62
Bidar,B0019 bhalki,C0571 halbarga,3785 kosam,99,40.3,28.44,3785,4.0,85.0,1.0
Bidar,B0019 bhalki,C0571 halbarga,5403 siddeshwar,208,43.0,29.68,5403,5.0,85.0,7.56
Bidar,B0019 bhalki,C0577 halhalli (k),1437 byalhalli (k),122,15.53,15.14,1437,0.0,39.5,3.99
Bidar,B0019 bhalki,C0577 halhalli (k),1471 chalkapur,247,45.26,32.43,1471,5.0,90.0,1.39
Bidar,B0019 bhalki,C0583 halsi (l),2942 inchur,182,34.7,23.55,2942,5.0,70.0,3.69
Bidar,B0019 bhalki,C0860 kalwadi,1718 dadagi,149,49.3,28.53,1718,10.0,90.0,-6.57
Bidar,B0019 bhalki,C0860 kalwadi,3939 kurubakhelagi,121,41.49,26.56,3939,10.0,80.0,-4.7
Bidar,B0019 bhalki,C0875 kanaji,3088 joldapka,114,52.85,29.54,3088,10.0,90.0,5.24
Bidar,B0019 bhalki,C0875 kanaji,3097 jyanthi,313,36.69,29.01,3097,5.0,80.0,2.74
Bidar,B0019 bhalki,C0875 kanaji,3337 kanaji,197,43.6,26.82,3337,10.0,85.0,5.85
Bidar,B0019 bhalki,C0938 khatak-chincholi,1755 dawargaon,196,35.89,26.98,1755,5.0,77.5,-1.82
Bidar,B0019 bhalki,C0938 khatak-chincholi,3939 kurubakhelagi,68,42.43,27.65,3939,8.5,80.0,-3.97
Bidar,B0019 bhalki,C0938 khatak-chincholi,6146 yenkur,43,40.58,27.86,6146,1.0,75.0,10.44
Bidar,B0019 bhalki,C1049 lakhangaon,3990 lakhangaon,105,39.62,28.57,3990,5.0,85.0,2.86
Bidar,B0019 bhalki,C1049 lakhangaon,4010 lanjwad,157,38.82,27.05,4010,8.0,80.0,8.56
Bidar,B0019 bhalki,C1049 lakhangaon,5660 telgaon,102,30.44,24.04,5660,0.0,60.0,-7.82
Bidar,B0019 bhalki,C1178 mehakar,4403 mehakar,359,52.98,27.63,4403,15.0,90.0,2.38
Bidar,B0019 bhalki,C1195 morambi,4108 madkatti,42,50.71,32.34,4108,0.0,90.0,4.4
Bidar,B0019 bhalki,C1195 morambi,4472 morambi,175,52.8,21.55,4472,22.0,80.0,-1.26
Bidar,B0019 bhalki,C1318 nittur (b),1128 beeri (k),178,40.28,27.34,1128,5.0,80.0,2.68
Bidar,B0019 bhalki,C1318 nittur (b),4875 nittur (b),78,51.79,23.31,4875,18.5,80.0,1.37
Bidar,B0019 bhalki,C1428 saigaon,5155 saigaon,283,62.58,26.65,5155,25.0,95.0,1.11
Bidar,B0019 bhalki,C1707 wanjarkhed marathi,6021 wanjarkhed,191,50.63,28.03,6021,15.0,90.0,-3.92
Bidar,B0019 bhalki,C1708 warwatti (b),4108 madkatti,37,51.62,28.09,4108,15.0,85.0,10.62
Bidar,B0019 bhalki,C1708 warwatti (b),6032 warwatti (b),119,30.08,26.51,6032,0.0,70.0,2.35
Bidar,B0020 bidar,C0034 aliamber,6108 yaranalli,173,41.65,29.22,6108,5.0,85.0,2.32
Bidar,B0020 bidar,C0034 aliamber,616 aliamber,274,50.09,27.77,616,15.0,90.0,1.83
Bidar,B0020 bidar,C0051 amlapur,4678 nagora,113,32.88,20.5,4678,6.0,59.0,2.1
Bidar,B0020 bidar,C0051 amlapur,6051 yadlapur,133,61.99,27.87,6051,20.0,90.0,-3.6
Bidar,B0020 bidar,C0063 andura,5205 sangolgi,262,31.03,25.2,5205,0.0,69.5,0.3
Bidar,B0020 bidar,C0063 andura,706 andoor,169,45.44,28.13,706,5.0,81.0,9.24
Bidar,B0020 bidar,C0124 bagdal,844 aurad (s),157,22.39,21.61,844,0.0,50.0,7.61
Bidar,B0020 bidar,C0124 bagdal,921 bagdal,281,18.99,18.18,921,0.0,45.0,4.22
Bidar,B0020 bidar,C0171 baroor,1071 baroor,159,37.3,28.83,1071,5.0,85.0,-0.76
Bidar,B0020 bidar,C0171 baroor,2707 hokrana (b),128,31.91,26.27,2707,0.0,75.0,13.61
Bidar,B0020 bidar,C0171 baroor,4214 manahalli,169,21.98,18.72,4214,0.0,45.0,-1.18
Bidar,B0020 bidar,C0306 chatnalli,3198 kadwad,76,41.05,27.93,3198,5.0,80.0,2.55
Bidar,B0020 bidar,C0346 chimkod,1625 chilargi,181,43.45,27.73,1625,10.0,85.0,-0.16
Bidar,B0020 bidar,C0346 chimkod,1629 chimkod,33,36.97,22.5,1629,11.0,74.0,5.28
Bidar,B0020 bidar,C0346 chimkod,5502 srimandal,129,39.65,27.38,5502,5.0,80.0,-2.41
Bidar,B0020 bidar,C0467 gadagi,1629 chimkod,38,60.39,23.43,1629,28.5,81.5,8.54
Bidar,B0020 bidar,C0467 gadagi,2016 gadgi,254,48.72,29.49,2016,10.0,90.0,-0.55
Bidar,B0020 bidar,C0467 gadagi,4323 markhal,258,60.66,25.19,4323,20.0,90.0,0.4
Bidar,B0020 bidar,C0787 janwada,1480 chambol,89,72.92,21.01,1480,40.0,95.0,3.72
Bidar,B0020 bidar,C0787 janwada,3050 janwada,235,45.55,25.72,3050,10.0,80.0,-0.23
Bidar,B0020 bidar,C0787 janwada,5502 srimandal,61,58.11,31.48,5502,10.0,95.0,-3.62
Bidar,B0020 bidar,C0831 kadwad,1522 chatnalli,183,43.91,24.17,1522,15.0,80.0,-3.46
Bidar,B0020 bidar,C0831 kadwad,3198 kadwad,158,47.25,32.19,3198,5.0,91.5,4.48
Bidar,B0020 bidar,C0871 kamthana,3329 kamthana,104,64.9,20.35,3329,40.0,90.0,1.24
Bidar,B0020 bidar,C0871 kamthana,3411 kaplapur (a),271,24.56,25.52,3411,0.0,60.0,6.5
Bidar,B0020 bidar,C0968 kolar(k),3411 kaplapur (a),140,42.68,25.92,3411,5.0,75.0,9.32
Bidar,B0020 bidar,C0968 kolar(k),3695 kolar (k),167,44.43,25.1,3695,13.0,80.0,-5.48
Bidar,B0020 bidar,C1097 mailoor,1661 chitta,178,59.97,27.67,1661,20.0,95.0,7.71
Bidar,B0020 bidar,C1103 malegaon,4172 malegaon,279,29.75,23.01,4172,4.0,65.0,5.72
Bidar,B0020 bidar,C1103 malegaon,4180 malkapur,85,42.94,25.64,4180,10.0,75.0,7.8
Bidar,B0020 bidar,C1103 malegaon,820 astoor,327,29.37,26.38,820,0.0,70.0,-0.78
Bidar,B0020 bidar,C1122 mandaknalli,3329 kamthana,182,47.69,23.11,3329,20.0,80.0,9.12
Bidar,B0020 bidar,C1122 mandaknalli,4228 mandaknalli,242,42.19,28.68,4228,10.0,89.5,0.74
Bidar,B0020 bidar,C1122 mandaknalli,6051 yadlapur,76,47.83,28.5,6051,10.0,87.5,-0.54
Bidar,B0020 bidar,C1127 mangalpet,4180 malkapur,157,37.93,26.66,4180,5.0,80.0,3.69
Bidar,B0020 bidar,C1128 manhalli,4214 manahalli,44,41.02,32.81,4214,5.0,92.0,4.23
Bidar,B0020 bidar,C1128 manhalli,5418 sindol,133,27.37,22.04,5418,5.0,55.0,-2.36
Bidar,B0020 bidar,C1263 nagora,4678 nagora,273,40.24,26.4,4678,10.0,80.0,-5.38
Bidar,B0020 bidar,C1263 nagora,661 amlapur,193,50.41,29.68,661,10.0,90.0,4.66
Bidar,B0020 bidar,C1288 naubad,620 aliyabad (j),111,44.14,28.7,620,10.0,85.0,4.08
Bidar,B0020 bidar,C1383 rajgira,4327 markunda,196,45.51,22.46,4327,17.5,75.0,-7.73
Bidar,B0020 bidar,C1383 rajgira,5418 sindol,231,39.94,25.3,5418,5.0,75.0,-2.64
Bidar,B0020 bidar,C1397 ranjolkheni,5099 ranjol kheni,123,35.61,28.46,5099,5.0,80.0,-4.7
Bidar,B0020 bidar,C1397 ranjolkheni,5115 rekulagi,228,44.58,27.05,5115,10.0,85.0,3.87
Bidar,B0020 bidar,C1397 ranjolkheni,5440 sirsi (a),211,50.55,27.27,5440,15.0,85.0,1.89
Bidar,B0020 bidar,C2563 rekulgi urdu,5115 rekulagi,103,26.8,25.98,5115,0.0,65.0,-5.0
Bidar,B0020 bidar,C2820 faizpura urdu,1661 chitta,92,62.66,20.31,1661,30.0,84.5,5.33
Bidar,B0068 humnabad,C0205 bemalkheda,1207 bemalkheda,447,47.21,29.33,1207,5.0,85.0,-3.06
Bidar,B0068 humnabad,C0205 bemalkheda,5855 udamnalli,467,53.24,32.71,5855,5.0,90.0,-2.39
Bidar,B0068 humnabad,C0208 benchincholi,1219 benchincholi,281,35.09,25.71,1219,5.0,75.0,-0.04
Bidar,B0068 humnabad,C0208 benchincholi,4082 madargaon,217,47.53,29.25,4082,10.0,90.0,-2.55
Bidar,B0068 humnabad,C0208 benchincholi,5622 talmadgi,65,43.46,21.03,5622,12.0,65.0,-2.0
Bidar,B0068 humnabad,C0298 changlera,1502 changlera,505,68.09,22.23,1502,35.0,95.0,3.36
Bidar,B0068 humnabad,C0298 changlera,4400 meenkera,395,34.41,26.28,4400,5.0,75.0,3.68
Bidar,B0068 humnabad,C0298 changlera,4599 muttangi,287,23.62,22.8,4599,0.0,60.0,4.28
Bidar,B0068 humnabad,C0361 chitguppa (urdu),1184 belkera,108,64.21,27.79,1184,20.0,95.0,2.19
Bidar,B0068 humnabad,C0361 chitguppa (urdu),4711 nandgaon,171,46.29,25.55,4711,15.0,85.0,0.8
Bidar,B0068 humnabad,C0361 chitguppa (urdu),5858 udbal,219,31.19,26.84,5858,0.0,75.0,5.69
Bidar,B0068 humnabad,C0362 chitguppa,1184 belkera,179,35.11,26.07,1184,5.0,75.0,-4.81
Bidar,B0068 humnabad,C0445 dubalgundi,1953 dubalgundi,154,66.43,15.4,1953,45.0,90.0,1.11
Bidar,B0068 humnabad,C0445 dubalgundi,3027 jalsangi,317,54.76,28.42,3027,10.0,90.0,4.05
Bidar,B0068 humnabad,C0445 dubalgundi,5284 sedol,161,41.71,22.99,5284,10.0,75.0,3.15
